X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
363.0,363.0,train,7.337411973569508E-5,12.305878018731923,0.2757447756351553
364.0,364.0,train,2.884398829641214E-4,65.10341245575016,0.5994676002345938
365.0,365.0,train,2.633115924112517E-4,61.542731944129734,0.577397440686094
366.0,366.0,train,1.2262981460419063E-4,24.81956343905195,0.3888688985983835
367.0,367.0,train,3.2781121893887637E-4,72.04525544230349,0.629762592947213
368.0,368.0,train,1.2963089303027916E-4,27.045353387554265,0.40214193164291584
369.0,369.0,train,2.4003139530928596E-4,57.60089020567127,0.5546632188349626
370.0,370.0,train,2.0495245857666332E-4,50.573214341301664,0.5153798025444949
371.0,371.0,train,1.760567434156018E-4,41.51490377080005,0.4774071275551539
372.0,372.0,train,1.2921870061904358E-4,26.9329918917461,0.4013764679016592
373.0,373.0,train,2.3610009559910404E-4,56.93619789099677,0.5505805008332725
374.0,374.0,train,1.8338834561304454E-4,44.00618142125401,0.4875941946951492
375.0,375.0,train,8.666144951960322E-5,15.346314452393255,0.310190194205793
376.0,376.0,train,2.965485791636813E-4,66.75141629001095,0.6061056602461516
377.0,377.0,train,2.1723090236627847E-4,53.17265261351035,0.5298946599360858
378.0,378.0,train,1.740032402436421E-4,40.81795611081796,0.47448081854335106
379.0,379.0,train,1.8135787452567339E-4,43.267111226550405,0.484812889852676
380.0,380.0,train,1.1359986137995435E-4,22.19703308242874,0.3708534765803072
381.0,381.0,train,1.998680064021325E-4,48.898580471823934,0.5091034342065942
382.0,382.0,train,3.3269349025893164E-5,5.629286148119392,0.14721631378975097
383.0,383.0,train,2.9631264425873015E-4,66.6920661866915,0.6059156251107912
384.0,384.0,train,8.044439705073519E-5,13.836862812956229,0.2944905620729
385.0,385.0,train,2.044702336062733E-4,50.35382683340284,0.5147914299706754
386.0,386.0,train,3.694450481150105E-4,75.77067363317859,0.6571822900700699
387.0,387.0,train,2.977458695420738E-4,66.94472122489377,0.6070672066772811
388.0,388.0,train,1.0373069654318883E-4,19.408679926444172,0.3499085217019757
389.0,389.0,train,5.553118901821366E-4,87.79992907631207,0.7423637222597703
390.0,390.0,train,1.2329896120495099E-4,25.100799052144872,0.39016292232698363
391.0,391.0,train,3.40776378634637E-4,73.38457642856038,0.6387601896694439
392.0,392.0,train,3.691028695461881E-4,75.75360357891785,0.6569734968061963
393.0,393.0,train,2.829993619364326E-4,64.40267460079492,0.5948869500009021
394.0,394.0,train,1.609507785930458E-4,37.15138406660277,0.4550861854227054
395.0,395.0,train,4.1163367485228664E-4,79.03280114445805,0.6811136470070503
396.0,396.0,train,7.494871869816202E-5,12.656539855740231,0.2800053058124974
397.0,397.0,train,1.78267280713892E-4,42.23093497958478,0.480521008972681
398.0,398.0,train,1.9450530503109945E-4,47.51115440693553,0.5023049882840472
399.0,399.0,train,1.0711558257896704E-4,20.367569329429575,0.35724749076989754
400.0,400.0,train,2.3088854443286422E-4,55.93598044314842,0.5450514065431221
401.0,401.0,train,3.1702692665750776E-4,70.377180648153,0.6219297908242405
402.0,402.0,train,1.6831472501498766E-4,39.3565805333882,0.46620066717230213
403.0,403.0,train,1.6438588994980059E-4,38.26322415538908,0.4603278759510113
404.0,404.0,train,1.6474484741938955E-4,38.38886541631893,0.46086980120779697
405.0,405.0,train,1.147270033210086E-4,22.42978093876092,0.37316001056585835
406.0,406.0,train,4.940188447354577E-5,8.322792445248101,0.2040370817955711
407.0,407.0,train,1.7974511025306572E-4,42.693040602058474,0.4825821442448816
408.0,408.0,train,1.6768220498701054E-5,2.5994781116602454,0.08004366111568896
409.0,409.0,train,9.400624286310797E-5,17.05014087443443,0.3278603830438915
410.0,410.0,train,6.740470032522296E-5,11.231506628689106,0.25912436323261473
411.0,411.0,train,2.1627368990609426E-4,52.935531721562036,0.5287944217778715
412.0,412.0,train,4.383008030082905E-4,80.57587804453138,0.694589875438759
413.0,413.0,train,2.9209832328984354E-4,65.71826997714602,0.602490017487753
414.0,414.0,train,5.406489396976964E-4,86.75539654382533,0.7372125538293006
415.0,415.0,train,3.2610683768637675E-4,71.79850883564345,0.628546338503557
416.0,416.0,train,1.0976172762087589E-4,21.098115748036626,0.362870360055071
417.0,417.0,train,1.1244520049820284E-4,21.85870867016201,0.36847296139879865
418.0,418.0,train,3.1391110442399234E-4,70.08015636257576,0.6196046294241908
419.0,419.0,train,9.423816447887333E-5,17.11204950138522,0.3284036106435466
420.0,420.0,train,1.897981647783839E-4,46.0724944614969,0.4961805236534745
421.0,421.0,train,1.7958841487039168E-4,42.62843203225879,0.4823643760152719
422.0,422.0,train,1.306483469390209E-4,27.328308967858376,0.40402304539317163
423.0,423.0,train,1.2551697914912275E-4,25.785721417067414,0.3944133042772202
424.0,424.0,train,2.22408066130562E-4,54.370822861880484,0.5357574558575622
425.0,425.0,train,7.875286911306428E-5,13.42926124486156,0.29009458677915617
426.0,426.0,train,6.810416045115243E-5,11.326006565331928,0.26111119052260884
427.0,427.0,train,9.375527403779624E-5,16.983599214493577,0.3272715504814304
428.0,428.0,train,3.933853735144335E-4,77.6763443949596,0.6711851725475465
429.0,429.0,train,7.26874719389197E-5,12.15501684642061,0.2738710232977123
430.0,430.0,train,6.478242605982028E-4,91.48792425687698,0.7707197982895829
431.0,431.0,train,3.4869346626664886E-5,5.968677077991219,0.1532115444368772
432.0,432.0,train,1.807502921695685E-4,42.980886384986064,0.4839747551110971
433.0,433.0,train,1.773472012110832E-4,41.94746894695354,0.4792294551519427
434.0,434.0,train,6.357683475964357E-5,10.576280405131525,0.24805918531839008
435.0,435.0,train,2.749168704238747E-4,63.207120434726846,0.5878851039887178
436.0,436.0,train,1.333330259554356E-5,1.935179855235962,0.06470796242745289
437.0,437.0,train,5.765191495438571E-5,9.58159358772292,0.23026491559339618
438.0,438.0,train,2.0502581325191783E-4,50.60053164023346,0.5154691790702651
439.0,439.0,train,9.925929147114856E-5,18.320616467986113,0.3399529516246037
440.0,440.0,train,4.0452786168401434E-5,6.979244468770115,0.1734883017603188
441.0,441.0,train,1.141531472847362E-4,22.321902948884496,0.3719878139263811
442.0,442.0,train,3.650976137850156E-5,6.280196872449876,0.15927132928583215
443.0,443.0,train,2.4411778736669137E-4,58.17472370495379,0.5588291126429249
444.0,444.0,train,7.561020228506278E-5,12.78673917361726,0.2817802245723839
445.0,445.0,train,2.8379193510275763E-4,64.51206511490679,0.5955607664812572
446.0,446.0,train,5.03257123334998E-4,84.28019323580273,0.7230941342535867
447.0,447.0,train,8.563289723676794E-5,15.069766885947578,0.30764125386336216
448.0,448.0,train,9.679613373995402E-5,17.754201443681865,0.33433737911491257
449.0,449.0,train,1.0004186141791156E-4,18.516155078345733,0.3417172955872646
450.0,450.0,train,3.7473139885356026E-4,76.25545692413563,0.6603759626993269
451.0,451.0,train,1.268072522932283E-4,26.246955373713895,0.3968587036734002
452.0,452.0,train,2.215767460579282E-5,3.698679911540048,0.10311752283402643
453.0,453.0,train,6.136336021719621E-4,90.28458150306388,0.7609979603126767
454.0,454.0,train,3.0256194611221503E-6,0.16350484480341199,0.015456878720626151
455.0,455.0,train,1.3174386363889453E-4,27.645635073255498,0.40603529503993663
456.0,456.0,train,5.268623547038084E-5,8.819006789230636,0.21468970201248422
457.0,457.0,train,2.1574358299506584E-4,52.858561048151365,0.5281828881703047
458.0,458.0,train,1.5186934505818413E-4,34.39093268856377,0.44072533612946196
459.0,459.0,train,1.2194766754063643E-4,24.548030933560344,0.3875440690771588
460.0,460.0,train,2.3131507255557687E-4,56.013492248750545,0.545509029717408
461.0,461.0,train,6.724054056249959E-5,11.20861256831452,0.25865651579392773
462.0,462.0,train,1.4667097866666196E-4,32.45080097011467,0.4321590717111577
463.0,463.0,train,5.514013252169122E-5,9.193732059735817,0.22246452652740173
464.0,464.0,train,8.834851269730356E-5,15.7544901690292,0.314330650442095
465.0,465.0,train,3.524830615373048E-5,6.041979686970006,0.1546191886405295
466.0,466.0,train,2.0359534345258342E-4,49.93726219050762,0.5137203031814498
467.0,467.0,train,1.59322490503796E-4,36.692062045640874,0.452565818755474
468.0,468.0,train,2.936828144798941E-4,65.97401560919376,0.6037849335155391
469.0,469.0,train,1.1704456651275988E-4,23.058687789255274,0.37784983143171913
470.0,470.0,train,1.2183315301520336E-4,24.503463215944738,0.3873211018170695
471.0,471.0,train,2.48613063691449E-4,58.97901013460383,0.5633227350095561
472.0,472.0,train,2.1814144120264238E-4,53.51815848286643,0.5309364928104403
473.0,473.0,train,1.800956375393419E-4,42.80971658959002,0.4830686286063129
474.0,474.0,train,3.311331014857817E-4,72.3507843902611,0.63211035932882
475.0,475.0,train,1.2100252871646513E-4,24.12145010967678,0.38569894975008895
476.0,476.0,train,3.078210394049397E-4,68.92982807762945,0.6149763743744081
477.0,477.0,train,8.127847479120017E-5,14.042185222754096,0.2966381991322217
478.0,478.0,train,8.540006710478184E-5,15.007853711214937,0.3070616413909906
479.0,479.0,train,2.222322915500255E-4,54.34429688780023,0.5355608019291258
480.0,480.0,train,2.2566126093534917E-4,55.015612831959864,0.5393672511222106
481.0,481.0,train,1.339699947392559E-4,28.370149666277502,0.4100826870501195
482.0,482.0,train,2.3254402122349486E-4,56.30560627229915,0.5468224392137088
483.0,483.0,train,4.198754821647407E-4,79.59042527642727,0.6854039153408422
484.0,484.0,train,1.2877865165437046E-4,26.81167181012127,0.400557106773364
485.0,485.0,train,1.0489536129641487E-4,19.703293260745834,0.3524525372648246
486.0,486.0,train,1.4291547827107592E-4,31.31189193753858,0.42580537649860833
487.0,487.0,train,1.2175456764372564E-4,24.454936568749694,0.38716799701161503
488.0,488.0,train,1.573358067296002E-4,36.202836094577584,0.4494589485106776
489.0,489.0,train,4.356475117372905E-5,7.41585254051929,0.18437378312336758
490.0,490.0,train,7.674880986046564E-5,12.980195664155337,0.28481497229293334
491.0,491.0,train,2.1036423945364682E-4,51.6983275169436,0.5218862762040317
492.0,492.0,train,3.332939790232152E-4,72.58465250581767,0.6336216578558821
493.0,493.0,train,1.9275813305116553E-4,46.96405989677252,0.5000491967276798
494.0,494.0,train,8.76382033900612E-5,15.595350444214834,0.3125934550986862
495.0,495.0,train,4.933428879837376E-5,8.310575672501573,0.20381480271232202
496.0,496.0,train,6.542840791974654E-5,10.935604212300639,0.25345248732908066
497.0,497.0,train,3.531768573340029E-4,74.43445405381168,0.6469660344825152
498.0,498.0,train,8.571035627803774E-5,15.09036503335177,0.3078338672192365
499.0,499.0,train,1.749689173024909E-4,41.20742125034422,0.47586101117734086
500.0,500.0,train,1.326892967718962E-4,27.900540549326944,0.40776097886200785
501.0,501.0,train,2.7327798539552883E-5,4.665690634789488,0.12419016833317699
502.0,502.0,train,2.0137153392827797E-4,49.3378283456282,0.5109762887406523
503.0,503.0,train,6.2440156273584E-4,90.79137774673167,0.7641475086923849
504.0,504.0,train,2.384443140276474E-4,57.29380804348827,0.5530239706152422
505.0,505.0,train,1.9560031447988792E-4,47.69235586502575,0.503708418475858
506.0,506.0,train,6.861409280355038E-5,11.39424034614094,0.262552958069605
507.0,507.0,train,3.6498473954153294E-4,75.54820580613158,0.6544405665349612
508.0,508.0,train,2.573452778330913E-4,60.52180587920669,0.5717951896596418
509.0,509.0,train,2.1849501486672203E-4,53.582024546989224,0.531339805954288
510.0,510.0,train,1.3527589136468166E-4,28.838145842832176,0.41243140716588034
511.0,511.0,train,3.854072215448201E-4,77.16720011465449,0.6666475316312526
512.0,512.0,train,2.2580579155426344E-4,55.048076586319176,0.5395263225703747
513.0,513.0,train,5.145153632456376E-5,8.639242334864306,0.21071863660241655
514.0,514.0,train,1.9312147542960176E-4,47.06781380310206,0.5005199942682477
515.0,515.0,train,1.2207341272509588E-4,24.596755566968458,0.38778871629931244
516.0,516.0,train,3.8370967289280244E-4,77.01474269447067,0.6656658302040467
517.0,517.0,train,9.009186159853365E-5,16.191178237772952,0.31855734742721914
518.0,518.0,train,3.212689585882413E-4,71.01882435378975,0.625050062640341
519.0,519.0,train,4.3070808912564244E-4,80.24363490624972,0.6908702949892565
520.0,520.0,train,1.3579812146190725E-4,29.003260884692583,0.41336543726133645
521.0,521.0,train,5.777660268860383E-5,9.60674904503239,0.23064806029171742
522.0,522.0,train,1.469741523948554E-4,32.5212917049317,0.43266586391348044
523.0,523.0,train,1.1738991175579125E-4,23.132645607176123,0.37854267113574586
524.0,524.0,train,1.5513176826743142E-4,35.4332508216261,0.44597064386542223
525.0,525.0,train,4.254943211759932E-4,79.9203923784675,0.6882632217463677
526.0,526.0,train,1.3842771797732185E-4,29.753376437358277,0.4180238152769167
527.0,527.0,train,1.4730912884052593E-4,32.651491967500675,0.43322476737790705
528.0,528.0,train,2.216082310732348E-4,54.23172373507634,0.5348612647443716
529.0,529.0,train,1.1523904005050345E-4,22.536752666752268,0.3742022429514103
530.0,530.0,train,1.2772140925977068E-4,26.55901633503822,0.3985793472919601
531.0,531.0,train,1.8559103222911232E-4,44.64471975643204,0.49057763610461486
532.0,532.0,train,8.589781383703884E-5,15.140214326204296,0.3082995649312731
533.0,533.0,train,1.2467958285647968E-4,25.548121178492156,0.3928155840705151
534.0,534.0,train,1.3966333838185186E-4,30.087120895076513,0.4201872847512099
535.0,535.0,train,2.8570296060300717E-4,64.80467234213383,0.5971762687079946
536.0,536.0,train,1.2731891801964513E-4,26.438874762532084,0.39782298181252873
537.0,537.0,train,5.426501660483062E-4,86.91661364555713,0.7379276998060009
538.0,538.0,train,2.834720510614172E-5,4.829426516693524,0.12822878395296639
539.0,539.0,train,1.2400556562669802E-4,25.3477449462959,0.39152344810753215
540.0,540.0,train,1.9706167216942939E-4,48.09223989401783,0.5055690989289918
541.0,541.0,train,6.271560601068682E-4,90.84612624505046,0.764939890537424
542.0,542.0,train,2.0709051784351096E-4,50.99792520509526,0.5179713956313021
543.0,543.0,train,6.095376291375342E-4,89.96516868722009,0.7597777217949834
544.0,544.0,train,3.373943325177826E-4,72.97136301245267,0.6364555373491326
545.0,545.0,train,4.634807957858203E-4,81.95754475784547,0.7063091881603515
546.0,546.0,train,1.7169945747071548E-4,40.261218250931584,0.471158599235763
547.0,547.0,train,1.2714852313780792E-4,26.37479856407126,0.397502200588884
548.0,548.0,train,1.655493766528667E-4,38.60678439584159,0.46208047057072804
549.0,549.0,train,1.8339824679635663E-4,44.01099179795891,0.48760768359416734
550.0,550.0,train,4.4279551871205747E-4,80.79392173541245,0.6967499033228918
551.0,551.0,train,5.173573515106883E-4,85.24815301534011,0.7285927390991144
552.0,552.0,train,0.0010263772700995525,98.02453454604023,0.8419156724379309
553.0,553.0,train,2.3672310526183664E-4,57.03581812350802,0.5512324907100109
554.0,554.0,train,3.1026091196386654E-4,69.45904486065429,0.6168440559790306
555.0,555.0,train,3.614366344109334E-4,75.21840773961725,0.6522280499463333
556.0,556.0,train,1.628075105377824E-4,37.70613036165213,0.4579319801212441
557.0,557.0,train,7.961426028699424E-5,13.638117889181878,0.29234001046337227
558.0,558.0,train,3.352394904089208E-4,72.75207378885446,0.634971748105163
559.0,559.0,train,4.132287552728588E-4,79.12336200416414,0.6819530731168546
560.0,560.0,train,9.233996583456375E-4,96.91224512042277,0.8273301901345523
561.0,561.0,train,1.543119933433153E-4,35.120066535830986,0.4446618910286578
562.0,562.0,train,4.574690113459692E-4,81.50750430138294,0.7035936619570562
563.0,563.0,train,6.049878222459046E-4,89.80853235364341,0.7584075901926337
564.0,564.0,train,8.935913956459707E-5,15.971465240660288,0.3167872495561745
565.0,565.0,train,1.0360685100404643E-4,19.373993648164124,0.3496368255199202
566.0,566.0,train,1.112224577978802E-4,21.486272929148534,0.36593236683186986
567.0,567.0,train,3.855302049922415E-4,77.178244141268,0.6667184296973725
568.0,568.0,train,3.1261933708472914E-4,69.91653418327061,0.6186322489249915
569.0,569.0,train,2.6437389875567344E-4,61.73644326960462,0.578379587199744
570.0,570.0,train,4.0517882351813125E-4,78.73549163868076,0.6776709854461774
571.0,571.0,train,4.0313563732306037E-4,78.53261090288593,0.6765657211413314
572.0,572.0,train,2.6866844366797254E-4,62.33782773175235,0.5823039746025995
573.0,573.0,train,2.0423553955015793E-4,50.23680891719307,0.5145045577712742
574.0,574.0,train,7.695388312598806E-4,94.82363700808361,0.799721075778453
575.0,575.0,train,3.2173860056862485E-4,71.16642157325388,0.6253923489991114
576.0,576.0,train,1.0008870050150315E-4,18.526982791593415,0.34182259757122624
577.0,577.0,train,3.750848942585454E-4,76.27102711975184,0.6605874006326417
578.0,578.0,train,9.034766861734352E-4,96.76623792014175,0.8241919803419685
579.0,579.0,train,5.414669991624632E-4,86.81684800439528,0.7375053616533648
580.0,580.0,train,1.8289264225313014E-4,43.76534961156911,0.486917963087202
581.0,581.0,train,7.043014715168211E-4,93.04336091597007,0.7851554654062151
582.0,582.0,train,4.1684458146967523E-4,79.34124801217258,0.6838396689906651
583.0,583.0,train,9.672908005566861E-5,17.73897098031045,0.33418317202716974
584.0,584.0,train,2.955375423860765E-4,66.49356242474211,0.6052900220580906
585.0,585.0,train,6.461957251879971E-4,91.43781595448853,0.7702747108688673
586.0,586.0,train,1.5334826158513076E-4,34.784487979867784,0.4431153849913075
587.0,587.0,train,5.411542815835633E-4,86.79047939136628,0.7373935078018766
588.0,588.0,train,4.697760426970628E-4,82.55617625177568,0.7090999302723265
589.0,589.0,train,3.097449978075291E-4,69.36377658247349,0.6164506445055689
590.0,590.0,train,2.045739112063541E-4,50.405144222488296,0.5149180496664872
591.0,591.0,train,8.974601444177918E-4,96.52783389286182,0.8232217222628405
592.0,592.0,train,3.630150197802411E-4,75.383507404806,0.6532157831938087
593.0,593.0,train,1.6910516480436036E-4,39.625685814615125,0.46736679942281933
594.0,594.0,train,9.253629187257865E-5,16.700353596121143,0.32439679042369435
595.0,595.0,train,8.228435016614796E-5,14.294203886925887,0.29921086312324685
596.0,596.0,train,2.2272721461198558E-4,54.41898525441844,0.5361140889623963
597.0,597.0,train,2.3591181656295207E-4,56.90528511738944,0.5503830907799591
598.0,598.0,train,2.4623305428620433E-4,58.48702597637463,0.5609550660677776
599.0,599.0,train,3.1080372115723176E-4,69.56467154776658,0.6172571060016949
600.0,600.0,train,7.323924290711062E-4,93.82938335161327,0.791679199363572
601.0,601.0,train,2.939207213502398E-4,66.01761910963288,0.6039786333904219
602.0,602.0,train,9.720277060520967E-4,97.35409781845605,0.8345391283738852
603.0,603.0,train,2.8516179546290787E-4,64.75401689742827,0.5967201013675333
604.0,604.0,train,1.55284419070453E-4,35.4865699520771,0.4462136665736909
605.0,605.0,train,3.230584059928571E-4,71.50217538262059,0.6263509176556754
606.0,606.0,train,3.427706627029093E-4,73.5314957842475,0.6401055250293606
607.0,607.0,train,5.2734122496257373E-5,8.827768419634648,0.21484291248964382
608.0,608.0,train,1.4767991952724675E-4,32.80267184201333,0.43384214370324603
609.0,609.0,train,1.890824775758831E-4,45.802928511351084,0.4952361165853363
610.0,610.0,train,2.2710142294930525E-4,55.349624820651975,0.5409474121809433
611.0,611.0,train,2.906509898963462E-4,65.49282799314928,0.6012997738849036
612.0,612.0,train,9.021018637297817E-5,16.22926947643533,0.318842334656453
613.0,613.0,train,7.252632494912318E-4,93.69370232584055,0.7900613527765837
614.0,614.0,train,1.9397413812179915E-4,47.34463254229012,0.5016213498337115
615.0,615.0,train,1.3566310553738922E-4,28.960571408586144,0.4131242404482827
616.0,616.0,train,3.30774453933561E-4,72.30756549574029,0.6318583171790347
617.0,617.0,train,3.838360872289914E-4,77.02611080905119,0.6657391355044067
618.0,618.0,train,1.9833896857847168E-4,48.58011926105137,0.5071840330819923
619.0,619.0,train,0.001026783365709871,98.04260813134405,0.8419683146384549
620.0,620.0,train,3.122691195680733E-4,69.85177683155673,0.6183677647857294
621.0,621.0,train,2.480824059500998E-4,58.83400228729566,0.5627970435421239
622.0,622.0,train,4.2930913711187416E-4,80.10980549176541,0.6901750582947689
623.0,623.0,train,3.134899537024206E-4,70.0404985166851,0.6192881525969226
624.0,624.0,train,5.064220001844152E-4,84.46676797609135,0.7243476316938638
625.0,625.0,train,3.5000286874231206E-4,74.25983304677658,0.6449013981435326
626.0,626.0,train,6.036244570818912E-4,89.76116767254314,0.757993976978018
627.0,627.0,train,5.872813958492519E-4,89.20005102327295,0.7529233216728023
628.0,628.0,train,2.831599365797181E-4,64.42483702507151,0.5950236459414924
629.0,629.0,train,5.138907781671268E-4,84.93575576810673,0.7272612381757501
630.0,630.0,train,1.4314486150200772E-4,31.382590869911446,0.42619752986986564
631.0,631.0,train,2.4017275088548438E-4,57.62084099623361,0.5548086377809629
632.0,632.0,train,4.4812724666176137E-4,81.075894751335,0.699272885997253
633.0,633.0,train,3.878265094178833E-4,77.37887505348812,0.6680366973346116
634.0,634.0,train,5.314244182140854E-4,86.03989056134726,0.7338650340566331
635.0,635.0,train,1.535302459477583E-4,34.842036289652235,0.4434080757057506
636.0,636.0,train,1.3398483137293143E-4,28.374906291823063,0.41010947692511346
637.0,637.0,train,7.921775045567426E-4,95.06039585879708,0.8043246494206491
638.0,638.0,train,1.0502004406214607E-4,19.733471777757412,0.352723706544035
639.0,639.0,train,6.127130754742744E-4,90.14846321916706,0.7607248057711368
640.0,640.0,train,2.618892255210748E-4,61.244877097193545,0.5760752158302724
641.0,641.0,train,1.5173751486311128E-4,34.3420303960835,0.4405112916070385
642.0,642.0,train,0.0010221835302728613,97.83735146894102,0.8413699793747733
643.0,643.0,train,1.8511451100096838E-4,44.51363868774838,0.48993515789780956
644.0,644.0,train,3.327416970550914E-4,72.53712798338378,0.6332365792207303
645.0,645.0,train,2.728087398104347E-4,62.94969133114364,0.5860188569182752
646.0,646.0,train,2.016657345597479E-4,49.41086208777816,0.5113410864436262
647.0,647.0,train,4.61476691480814E-5,7.754087061967056,0.19319328481566425
648.0,648.0,train,0.0011631988043328341,99.3599684470816,0.8578674660880609
649.0,649.0,train,3.040928788640429E-4,68.1439726568314,0.6120870988371485
650.0,650.0,train,5.805517264830375E-4,88.8012663821303,0.7507730504853835
651.0,651.0,train,1.5688915539372077E-4,36.01270666261333,0.44875559235289336
652.0,652.0,train,1.2711326526186612E-4,26.361540004707297,0.39743578229725773
653.0,653.0,train,5.952005186705346E-4,89.47433959608306,0.7554066052118625
654.0,654.0,train,2.494646930156896E-4,59.14806114921681,0.564163756867561
655.0,655.0,train,7.169525766897719E-4,93.44876697833449,0.7881433758495812
656.0,656.0,train,2.9006126317803854E-4,65.38851588703548,0.6008127539976997
657.0,657.0,train,2.5883886052549136E-4,60.76279194011548,0.573211525512589
658.0,658.0,train,5.7455053614705E-5,9.541877275149949,0.22965921588890065
659.0,659.0,train,2.9496117217706736E-4,66.2543893377635,0.6048235308542806
660.0,660.0,train,1.2574426382445548E-4,25.867504947365664,0.39484550500669224
661.0,661.0,train,1.5820576740075567E-4,36.41257657304375,0.45082376360273396
662.0,662.0,train,3.036639670693843E-4,68.02238363302274,0.6117519140586308
663.0,663.0,train,6.13720323489521E-4,90.2973814105522,0.7610236616149568
664.0,664.0,train,2.3740530911272573E-4,57.13266519956673,0.5519442618402935
665.0,665.0,train,1.627887376394723E-4,37.70066890459963,0.4579033558403668
666.0,666.0,train,3.0518380832481745E-4,68.38820871580045,0.6129370329633819
667.0,667.0,train,2.5723953382579046E-4,60.50471628876288,0.5716945582281302
668.0,668.0,train,0.0011139966348241446,99.10975054438651,0.8525157105923392
669.0,669.0,train,4.6670887492058594E-4,82.21216082575353,0.7077468820858255
670.0,670.0,train,2.550739770197189E-4,60.09151610842007,0.5696232500183022
671.0,671.0,train,5.795667869752983E-4,88.75312124054919,0.7504551978325766
672.0,672.0,train,4.7960920535477673E-4,83.00203326682372,0.7133544930815999
673.0,673.0,train,1.736252758301221E-4,40.67058509082055,0.473938632110395
674.0,674.0,train,1.2679697568364535E-4,26.24330299556899,0.39683930488044006
675.0,675.0,train,3.496015676976916E-4,74.2119542206399,0.644638636353075
676.0,676.0,train,1.8551487765148752E-4,44.623771711486086,0.49047506802781504
677.0,677.0,train,2.5405724745568547E-4,59.94018592431203,0.5686438434626262
678.0,678.0,train,2.1465537395625394E-4,52.65456640704466,0.5269225385742443
679.0,679.0,train,2.5126105618106676E-4,59.46504095796831,0.5659271650170146
680.0,680.0,train,7.961431848102801E-4,95.1189371097065,0.8051093744719359
681.0,681.0,train,2.084613887289017E-4,51.22493580523751,0.5196185274808144
682.0,682.0,train,5.219430275252366E-4,85.48750408275058,0.7303342387463689
683.0,683.0,train,1.6016815210785778E-4,36.92997161615785,0.4538776899440625
684.0,684.0,train,9.904047106973319E-5,18.26559290085886,0.33945791657646457
685.0,685.0,train,8.540644544514492E-4,95.91676726800839,0.8158931707142255
686.0,686.0,train,3.311690573122175E-4,72.35511725426788,0.6321356085122477
687.0,687.0,train,1.3036969530685525E-4,27.24165254247138,0.40350903999953125
688.0,688.0,train,8.172566835603666E-5,14.153491668907701,0.2977842862197054
689.0,689.0,train,1.5007860298306349E-4,33.70377846470205,0.4378037487427406
690.0,690.0,train,7.192168790221898E-5,11.993098555210741,0.27176985188495795
691.0,691.0,train,2.244876327685713E-4,54.72920214481881,0.5380714663350519
692.0,692.0,train,2.8617443594075424E-4,64.84878914841049,0.5975728516695129
693.0,693.0,train,3.2435322807095333E-4,71.62169218020485,0.6272865856881037
694.0,694.0,train,2.7495312198515655E-4,63.21219482852687,0.5879170489544915
695.0,695.0,train,3.5658479212208956E-4,74.73089505686394,0.649156287146972
696.0,696.0,train,6.799114913766327E-4,92.39243134241018,0.7791505793165883
697.0,697.0,train,5.779565967871698E-4,88.67441302144456,0.7499338189727559
698.0,698.0,train,2.200604742000699E-4,53.862178522104976,0.5331171868075731
699.0,699.0,train,2.434054841367893E-4,58.05365584728338,0.5581085693312445
700.0,700.0,train,2.6304688076937737E-4,61.48992592412014,0.5771519911550713
701.0,701.0,train,6.179412493641899E-4,90.57503231783234,0.7622679558950264
702.0,702.0,train,1.6502062015724293E-4,38.48538927172838,0.46128540211418084
703.0,703.0,train,6.502382902806712E-4,91.56369526035608,0.7713764014508947
704.0,704.0,train,2.783193444651598E-4,63.774655224013955,0.5908619458245452
705.0,705.0,train,3.6179728302810385E-4,75.25964553415173,0.6524542348290415
706.0,706.0,train,5.437270638090602E-4,87.00741651704519,0.7383109248994695
707.0,707.0,train,5.394542100514688E-4,86.67246357337282,0.7367837489621071
708.0,708.0,train,1.9882976075349254E-4,48.67044536544359,0.507801758127961
