Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
7.92178E-4,95.06040104,0.804324649,0.004841466,0.959039548,0
8.0848E-4,95.301059434,0.807510839,0.004556674,0.961864407,0
8.26368E-4,95.546526538,0.810889503,0.004271882,0.964689266,0
8.48137E-4,95.798349677,0.814844715,0.003987089,0.966101695,0
8.60994E-4,96.05520445,0.817103847,0.003702297,0.970338983,0
8.84695E-4,96.319062852,0.821127269,0.003417505,0.974576271,0
9.01149E-4,96.588164289,0.823817852,0.003132713,0.975988701,0
9.03511E-4,96.768863011,0.824197409,0.002942852,0.97740113,0
9.42247E-4,97.048120128,0.830197616,0.00265806,0.978813559,0
9.69168E-4,97.336156306,0.834131882,0.002373268,0.981638418,0
1.00061E-3,97.533420299,0.8385025,0.002183406,0.984463277,0
1.02218E-3,97.837193899,0.841369979,0.001898614,0.985875706,0
1.02678E-3,98.042509963,0.841968315,0.001708753,0.988700565,0
1.0374E-3,98.352265662,0.843332285,0.001423961,0.991525424,0
1.06485E-3,98.562584482,0.846751808,0.001234099,0.991525424,0
1.08789E-3,98.778073086,0.849508906,0.001044238,0.992937853,0
1.114E-3,99.109793298,0.852515711,0.000759446,0.992937853,0
1.15317E-3,99.339972476,0.856808039,0.000569584,0.994350282,0
1.27548E-3,99.583840752,0.868737462,0.000379723,0.995762712,0
1.34999E-3,99.851161918,0.87507725,0.000189861,0.997175141,0
1.48838E-3,100,0.885360724,0.000094931,0.998587571,0
1.48838E-3,100,0.885360724,0.000094931,1,0
